state,pollster_rating_name,pollscore,candidate_name,pct,sample_size,start_date,end_date,days_to_election,recency_weight,total_weight,pollster_reliability_adjustment
Massachusetts,Suffolk University,-1,Jill Stein,1,500,7/16/24,7/18/24,110,0.00909090909090909,-4.545454545454545,-0.2
Massachusetts,Suffolk University,-1,Chase Oliver,0.6,500,7/16/24,7/18/24,110,0.00909090909090909,-4.545454545454545,-0.2
Massachusetts,Suffolk University,-1,Robert F. Kennedy,7.8,500,7/16/24,7/18/24,110,0.00909090909090909,-4.545454545454545,-0.2
Massachusetts,Suffolk University,-1,Cornel West,1,500,7/16/24,7/18/24,110,0.00909090909090909,-4.545454545454545,-0.2
Nevada,Redfield & Wilton Strategies,0.4,Joe Biden,41,412,7/16/24,7/18/24,110,0.00909090909090909,1.4981818181818183,0.1
Nevada,Redfield & Wilton Strategies,0.4,Donald Trump,44,412,7/16/24,7/18/24,110,0.00909090909090909,1.4981818181818183,0.1
Nevada,Redfield & Wilton Strategies,0.4,Robert F. Kennedy,7,412,7/16/24,7/18/24,110,0.00909090909090909,1.4981818181818183,0.1
Nevada,Redfield & Wilton Strategies,0.4,Chase Oliver,0,412,7/16/24,7/18/24,110,0.00909090909090909,1.4981818181818183,0.1
Nevada,Redfield & Wilton Strategies,0.4,Jill Stein,1,412,7/16/24,7/18/24,110,0.00909090909090909,1.4981818181818183,0.1
Pennsylvania,Redfield & Wilton Strategies,0.4,Joe Biden,41,688,7/16/24,7/18/24,110,0.00909090909090909,2.5018181818181815,0.1
Pennsylvania,Redfield & Wilton Strategies,0.4,Donald Trump,45,688,7/16/24,7/18/24,110,0.00909090909090909,2.5018181818181815,0.1
Pennsylvania,Redfield & Wilton Strategies,0.4,Robert F. Kennedy,4,688,7/16/24,7/18/24,110,0.00909090909090909,2.5018181818181815,0.1
Pennsylvania,Redfield & Wilton Strategies,0.4,Chase Oliver,0,688,7/16/24,7/18/24,110,0.00909090909090909,2.5018181818181815,0.1
Pennsylvania,Redfield & Wilton Strategies,0.4,Jill Stein,1,688,7/16/24,7/18/24,110,0.00909090909090909,2.5018181818181815,0.1
North Carolina,Redfield & Wilton Strategies,0.4,Joe Biden,39,461,7/16/24,7/18/24,110,0.00909090909090909,1.6763636363636363,0.1
North Carolina,Redfield & Wilton Strategies,0.4,Donald Trump,45,461,7/16/24,7/18/24,110,0.00909090909090909,1.6763636363636363,0.1
North Carolina,Redfield & Wilton Strategies,0.4,Robert F. Kennedy,5,461,7/16/24,7/18/24,110,0.00909090909090909,1.6763636363636363,0.1
North Carolina,Redfield & Wilton Strategies,0.4,Chase Oliver,1,461,7/16/24,7/18/24,110,0.00909090909090909,1.6763636363636363,0.1
North Carolina,Redfield & Wilton Strategies,0.4,Jill Stein,1,461,7/16/24,7/18/24,110,0.00909090909090909,1.6763636363636363,0.1
Arizona,Redfield & Wilton Strategies,0.4,Joe Biden,40,454,7/16/24,7/18/24,110,0.00909090909090909,1.650909090909091,0.1
Arizona,Redfield & Wilton Strategies,0.4,Donald Trump,44,454,7/16/24,7/18/24,110,0.00909090909090909,1.650909090909091,0.1
Arizona,Redfield & Wilton Strategies,0.4,Robert F. Kennedy,7,454,7/16/24,7/18/24,110,0.00909090909090909,1.650909090909091,0.1
Arizona,Redfield & Wilton Strategies,0.4,Chase Oliver,1,454,7/16/24,7/18/24,110,0.00909090909090909,1.650909090909091,0.1
Arizona,Redfield & Wilton Strategies,0.4,Jill Stein,1,454,7/16/24,7/18/24,110,0.00909090909090909,1.650909090909091,0.1
Florida,Redfield & Wilton Strategies,0.4,Joe Biden,39,471,7/16/24,7/18/24,110,0.00909090909090909,1.7127272727272727,0.1
Florida,Redfield & Wilton Strategies,0.4,Donald Trump,46,471,7/16/24,7/18/24,110,0.00909090909090909,1.7127272727272727,0.1
Florida,Redfield & Wilton Strategies,0.4,Robert F. Kennedy,6,471,7/16/24,7/18/24,110,0.00909090909090909,1.7127272727272727,0.1
Florida,Redfield & Wilton Strategies,0.4,Chase Oliver,1,471,7/16/24,7/18/24,110,0.00909090909090909,1.7127272727272727,0.1
Florida,Redfield & Wilton Strategies,0.4,Jill Stein,0,471,7/16/24,7/18/24,110,0.00909090909090909,1.7127272727272727,0.1
Georgia,Redfield & Wilton Strategies,0.4,Joe Biden,40,618,7/16/24,7/18/24,110,0.00909090909090909,2.2472727272727275,0.1
Georgia,Redfield & Wilton Strategies,0.4,Donald Trump,45,618,7/16/24,7/18/24,110,0.00909090909090909,2.2472727272727275,0.1
Georgia,Redfield & Wilton Strategies,0.4,Robert F. Kennedy,5,618,7/16/24,7/18/24,110,0.00909090909090909,2.2472727272727275,0.1
Georgia,Redfield & Wilton Strategies,0.4,Chase Oliver,1,618,7/16/24,7/18/24,110,0.00909090909090909,2.2472727272727275,0.1
Georgia,Redfield & Wilton Strategies,0.4,Jill Stein,0,618,7/16/24,7/18/24,110,0.00909090909090909,2.2472727272727275,0.1
Michigan,Redfield & Wilton Strategies,0.4,Joe Biden,41,437,7/16/24,7/18/24,110,0.00909090909090909,1.589090909090909,0.1
Michigan,Redfield & Wilton Strategies,0.4,Donald Trump,42,437,7/16/24,7/18/24,110,0.00909090909090909,1.589090909090909,0.1
Michigan,Redfield & Wilton Strategies,0.4,Robert F. Kennedy,6,437,7/16/24,7/18/24,110,0.00909090909090909,1.589090909090909,0.1
Michigan,Redfield & Wilton Strategies,0.4,Chase Oliver,1,437,7/16/24,7/18/24,110,0.00909090909090909,1.589090909090909,0.1
Michigan,Redfield & Wilton Strategies,0.4,Jill Stein,1,437,7/16/24,7/18/24,110,0.00909090909090909,1.589090909090909,0.1
Wisconsin,Redfield & Wilton Strategies,0.4,Joe Biden,42,470,7/16/24,7/18/24,110,0.00909090909090909,1.709090909090909,0.1
Wisconsin,Redfield & Wilton Strategies,0.4,Donald Trump,42,470,7/16/24,7/18/24,110,0.00909090909090909,1.709090909090909,0.1
Wisconsin,Redfield & Wilton Strategies,0.4,Robert F. Kennedy,6,470,7/16/24,7/18/24,110,0.00909090909090909,1.709090909090909,0.1
Wisconsin,Redfield & Wilton Strategies,0.4,Chase Oliver,0,470,7/16/24,7/18/24,110,0.00909090909090909,1.709090909090909,0.1
Wisconsin,Redfield & Wilton Strategies,0.4,Jill Stein,1,470,7/16/24,7/18/24,110,0.00909090909090909,1.709090909090909,0.1
Georgia,University of Georgia School of Public and International Affairs,-0.2,Joe Biden,44.8,1000,7/9/24,7/18/24,110,0.00909090909090909,-1.8181818181818181,-0
Georgia,University of Georgia School of Public and International Affairs,-0.2,Donald Trump,48.3,1000,7/9/24,7/18/24,110,0.00909090909090909,-1.8181818181818181,-0
Georgia,University of Georgia School of Public and International Affairs,-0.2,Joe Biden,41.8,1000,7/9/24,7/18/24,110,0.00909090909090909,-1.8181818181818181,-0
Georgia,University of Georgia School of Public and International Affairs,-0.2,Donald Trump,45.4,1000,7/9/24,7/18/24,110,0.00909090909090909,-1.8181818181818181,-0
Georgia,University of Georgia School of Public and International Affairs,-0.2,Chase Oliver,1.3,1000,7/9/24,7/18/24,110,0.00909090909090909,-1.8181818181818181,-0
Georgia,University of Georgia School of Public and International Affairs,-0.2,Robert F. Kennedy,7.7,1000,7/9/24,7/18/24,110,0.00909090909090909,-1.8181818181818181,-0
Georgia,University of Georgia School of Public and International Affairs,-0.2,Kamala Harris,45.9,1000,7/9/24,7/18/24,110,0.00909090909090909,-1.8181818181818181,-0
Georgia,University of Georgia School of Public and International Affairs,-0.2,Donald Trump,50.5,1000,7/9/24,7/18/24,110,0.00909090909090909,-1.8181818181818181,-0
Michigan,Trafalgar Group,0.6,Joe Biden,43,1091,7/15/24,7/17/24,111,0.009009009009009009,5.897297297297297,0.1
Michigan,Trafalgar Group,0.6,Donald Trump,45.1,1091,7/15/24,7/17/24,111,0.009009009009009009,5.897297297297297,0.1
Michigan,Trafalgar Group,0.6,Robert F. Kennedy,4,1091,7/15/24,7/17/24,111,0.009009009009009009,5.897297297297297,0.1
Michigan,Trafalgar Group,0.6,Jill Stein,1.4,1091,7/15/24,7/17/24,111,0.009009009009009009,5.897297297297297,0.1
Michigan,Trafalgar Group,0.6,Cornel West,1.1,1091,7/15/24,7/17/24,111,0.009009009009009009,5.897297297297297,0.1
Wisconsin,Trafalgar Group,0.6,Joe Biden,43,1087,7/15/24,7/17/24,111,0.009009009009009009,5.875675675675675,0.1
Wisconsin,Trafalgar Group,0.6,Donald Trump,45.6,1087,7/15/24,7/17/24,111,0.009009009009009009,5.875675675675675,0.1
Wisconsin,Trafalgar Group,0.6,Robert F. Kennedy,2.5,1087,7/15/24,7/17/24,111,0.009009009009009009,5.875675675675675,0.1
Wisconsin,Trafalgar Group,0.6,Jill Stein,1,1087,7/15/24,7/17/24,111,0.009009009009009009,5.875675675675675,0.1
Wisconsin,Trafalgar Group,0.6,Chase Oliver,0.4,1087,7/15/24,7/17/24,111,0.009009009009009009,5.875675675675675,0.1
Wisconsin,Trafalgar Group,0.6,Cornel West,0.1,1087,7/15/24,7/17/24,111,0.009009009009009009,5.875675675675675,0.1
Michigan,EPIC-MRA,-0.7,Joe Biden,42,600,7/13/24,7/17/24,111,0.009009009009009009,-3.7837837837837838,-0.1
Michigan,EPIC-MRA,-0.7,Donald Trump,49,600,7/13/24,7/17/24,111,0.009009009009009009,-3.7837837837837838,-0.1
Michigan,EPIC-MRA,-0.7,Joe Biden,36,600,7/13/24,7/17/24,111,0.009009009009009009,-3.7837837837837838,-0.1
Michigan,EPIC-MRA,-0.7,Donald Trump,43,600,7/13/24,7/17/24,111,0.009009009009009009,-3.7837837837837838,-0.1
Michigan,EPIC-MRA,-0.7,Robert F. Kennedy,8,600,7/13/24,7/17/24,111,0.009009009009009009,-3.7837837837837838,-0.1
Michigan,EPIC-MRA,-0.7,Jill Stein,2,600,7/13/24,7/17/24,111,0.009009009009009009,-3.7837837837837838,-0.1
Michigan,EPIC-MRA,-0.7,Cornel West,2,600,7/13/24,7/17/24,111,0.009009009009009009,-3.7837837837837838,-0.1
Washington,DHM Research,-0.2,Joe Biden,45,500,7/12/24,7/17/24,111,0.009009009009009009,-0.9009009009009009,-0
Washington,DHM Research,-0.2,Donald Trump,38,500,7/12/24,7/17/24,111,0.009009009009009009,-0.9009009009009009,-0
Washington,DHM Research,-0.2,Kamala Harris,45,500,7/12/24,7/17/24,111,0.009009009009009009,-0.9009009009009009,-0
Washington,DHM Research,-0.2,Donald Trump,40,500,7/12/24,7/17/24,111,0.009009009009009009,-0.9009009009009009,-0
Washington,DHM Research,-0.2,Gretchen Whitmer,42,500,7/12/24,7/17/24,111,0.009009009009009009,-0.9009009009009009,-0
Washington,DHM Research,-0.2,Donald Trump,38,500,7/12/24,7/17/24,111,0.009009009009009009,-0.9009009009009009,-0
Washington,DHM Research,-0.2,Josh Shapiro,40,500,7/12/24,7/17/24,111,0.009009009009009009,-0.9009009009009009,-0
Washington,DHM Research,-0.2,Donald Trump,38,500,7/12/24,7/17/24,111,0.009009009009009009,-0.9009009009009009,-0
Washington,DHM Research,-0.2,Raphael Warnock,40,500,7/12/24,7/17/24,111,0.009009009009009009,-0.9009009009009009,-0
Washington,DHM Research,-0.2,Donald Trump,37,500,7/12/24,7/17/24,111,0.009009009009009009,-0.9009009009009009,-0
Georgia,InsiderAdvantage,-0.3,Joe Biden,44,800,7/15/24,7/16/24,112,0.008928571428571428,-2.142857142857143,-0.1
Georgia,InsiderAdvantage,-0.3,Donald Trump,47.2,800,7/15/24,7/16/24,112,0.008928571428571428,-2.142857142857143,-0.1
Georgia,InsiderAdvantage,-0.3,Kamala Harris,36.7,800,7/15/24,7/16/24,112,0.008928571428571428,-2.142857142857143,-0.1
Georgia,InsiderAdvantage,-0.3,Donald Trump,47.1,800,7/15/24,7/16/24,112,0.008928571428571428,-2.142857142857143,-0.1
Arizona,Emerson College,-1.1,Joe Biden,40.3,1000,7/15/24,7/16/24,112,0.008928571428571428,-9.821428571428571,-0.2
Arizona,Emerson College,-1.1,Donald Trump,46.9,1000,7/15/24,7/16/24,112,0.008928571428571428,-9.821428571428571,-0.2
Arizona,Emerson College,-1.1,Joe Biden,36,1000,7/15/24,7/16/24,112,0.008928571428571428,-9.821428571428571,-0.2
Arizona,Emerson College,-1.1,Donald Trump,45.6,1000,7/15/24,7/16/24,112,0.008928571428571428,-9.821428571428571,-0.2
Arizona,Emerson College,-1.1,Robert F. Kennedy,5.7,1000,7/15/24,7/16/24,112,0.008928571428571428,-9.821428571428571,-0.2
Arizona,Emerson College,-1.1,Cornel West,0.6,1000,7/15/24,7/16/24,112,0.008928571428571428,-9.821428571428571,-0.2
Arizona,Emerson College,-1.1,Jill Stein,1.2,1000,7/15/24,7/16/24,112,0.008928571428571428,-9.821428571428571,-0.2
Arizona,Emerson College,-1.1,Chase Oliver,0.7,1000,7/15/24,7/16/24,112,0.008928571428571428,-9.821428571428571,-0.2
Georgia,Emerson College,-1.1,Joe Biden,41,1000,7/15/24,7/16/24,112,0.008928571428571428,-9.821428571428571,-0.2
Georgia,Emerson College,-1.1,Donald Trump,47.3,1000,7/15/24,7/16/24,112,0.008928571428571428,-9.821428571428571,-0.2
Georgia,Emerson College,-1.1,Joe Biden,38.7,1000,7/15/24,7/16/24,112,0.008928571428571428,-9.821428571428571,-0.2
Georgia,Emerson College,-1.1,Donald Trump,43.7,1000,7/15/24,7/16/24,112,0.008928571428571428,-9.821428571428571,-0.2
Georgia,Emerson College,-1.1,Robert F. Kennedy,5.6,1000,7/15/24,7/16/24,112,0.008928571428571428,-9.821428571428571,-0.2
Georgia,Emerson College,-1.1,Cornel West,2,1000,7/15/24,7/16/24,112,0.008928571428571428,-9.821428571428571,-0.2
Georgia,Emerson College,-1.1,Jill Stein,1.3,1000,7/15/24,7/16/24,112,0.008928571428571428,-9.821428571428571,-0.2
Georgia,Emerson College,-1.1,Chase Oliver,0.4,1000,7/15/24,7/16/24,112,0.008928571428571428,-9.821428571428571,-0.2
Michigan,Emerson College,-1.1,Joe Biden,42.1,1000,7/15/24,7/16/24,112,0.008928571428571428,-9.821428571428571,-0.2
Michigan,Emerson College,-1.1,Donald Trump,45.1,1000,7/15/24,7/16/24,112,0.008928571428571428,-9.821428571428571,-0.2
Michigan,Emerson College,-1.1,Joe Biden,39.9,1000,7/15/24,7/16/24,112,0.008928571428571428,-9.821428571428571,-0.2
Michigan,Emerson College,-1.1,Donald Trump,42.6,1000,7/15/24,7/16/24,112,0.008928571428571428,-9.821428571428571,-0.2
Michigan,Emerson College,-1.1,Robert F. Kennedy,6.5,1000,7/15/24,7/16/24,112,0.008928571428571428,-9.821428571428571,-0.2
Michigan,Emerson College,-1.1,Cornel West,0.9,1000,7/15/24,7/16/24,112,0.008928571428571428,-9.821428571428571,-0.2
Michigan,Emerson College,-1.1,Jill Stein,0.7,1000,7/15/24,7/16/24,112,0.008928571428571428,-9.821428571428571,-0.2
Michigan,Emerson College,-1.1,Chase Oliver,0.2,1000,7/15/24,7/16/24,112,0.008928571428571428,-9.821428571428571,-0.2
Nevada,Emerson College,-1.1,Joe Biden,40.9,1000,7/15/24,7/16/24,112,0.008928571428571428,-9.821428571428571,-0.2
Nevada,Emerson College,-1.1,Donald Trump,45.6,1000,7/15/24,7/16/24,112,0.008928571428571428,-9.821428571428571,-0.2
Nevada,Emerson College,-1.1,Joe Biden,40,1000,7/15/24,7/16/24,112,0.008928571428571428,-9.821428571428571,-0.2
Nevada,Emerson College,-1.1,Donald Trump,42.9,1000,7/15/24,7/16/24,112,0.008928571428571428,-9.821428571428571,-0.2
Nevada,Emerson College,-1.1,Robert F. Kennedy,7.1,1000,7/15/24,7/16/24,112,0.008928571428571428,-9.821428571428571,-0.2
Nevada,Emerson College,-1.1,Cornel West,0.7,1000,7/15/24,7/16/24,112,0.008928571428571428,-9.821428571428571,-0.2
Nevada,Emerson College,-1.1,Jill Stein,0.9,1000,7/15/24,7/16/24,112,0.008928571428571428,-9.821428571428571,-0.2
Nevada,Emerson College,-1.1,Chase Oliver,0.5,1000,7/15/24,7/16/24,112,0.008928571428571428,-9.821428571428571,-0.2
North Carolina,Emerson College,-1.1,Joe Biden,40.7,1000,7/15/24,7/16/24,112,0.008928571428571428,-9.821428571428571,-0.2
North Carolina,Emerson College,-1.1,Donald Trump,47.7,1000,7/15/24,7/16/24,112,0.008928571428571428,-9.821428571428571,-0.2
North Carolina,Emerson College,-1.1,Joe Biden,37.6,1000,7/15/24,7/16/24,112,0.008928571428571428,-9.821428571428571,-0.2
North Carolina,Emerson College,-1.1,Donald Trump,47,1000,7/15/24,7/16/24,112,0.008928571428571428,-9.821428571428571,-0.2
North Carolina,Emerson College,-1.1,Robert F. Kennedy,5.5,1000,7/15/24,7/16/24,112,0.008928571428571428,-9.821428571428571,-0.2
North Carolina,Emerson College,-1.1,Cornel West,1.3,1000,7/15/24,7/16/24,112,0.008928571428571428,-9.821428571428571,-0.2
North Carolina,Emerson College,-1.1,Jill Stein,1.1,1000,7/15/24,7/16/24,112,0.008928571428571428,-9.821428571428571,-0.2
North Carolina,Emerson College,-1.1,Chase Oliver,0.8,1000,7/15/24,7/16/24,112,0.008928571428571428,-9.821428571428571,-0.2
Pennsylvania,Emerson College,-1.1,Joe Biden,42.7,1000,7/15/24,7/16/24,112,0.008928571428571428,-9.821428571428571,-0.2
Pennsylvania,Emerson College,-1.1,Donald Trump,47.6,1000,7/15/24,7/16/24,112,0.008928571428571428,-9.821428571428571,-0.2
Pennsylvania,Emerson College,-1.1,Joe Biden,39.7,1000,7/15/24,7/16/24,112,0.008928571428571428,-9.821428571428571,-0.2
Pennsylvania,Emerson College,-1.1,Donald Trump,45.9,1000,7/15/24,7/16/24,112,0.008928571428571428,-9.821428571428571,-0.2
Pennsylvania,Emerson College,-1.1,Robert F. Kennedy,4.2,1000,7/15/24,7/16/24,112,0.008928571428571428,-9.821428571428571,-0.2
Pennsylvania,Emerson College,-1.1,Cornel West,0.8,1000,7/15/24,7/16/24,112,0.008928571428571428,-9.821428571428571,-0.2
Pennsylvania,Emerson College,-1.1,Jill Stein,1,1000,7/15/24,7/16/24,112,0.008928571428571428,-9.821428571428571,-0.2
Pennsylvania,Emerson College,-1.1,Chase Oliver,0.3,1000,7/15/24,7/16/24,112,0.008928571428571428,-9.821428571428571,-0.2
Wisconsin,Emerson College,-1.1,Joe Biden,43.4,1000,7/15/24,7/16/24,112,0.008928571428571428,-9.821428571428571,-0.2
Wisconsin,Emerson College,-1.1,Donald Trump,47.6,1000,7/15/24,7/16/24,112,0.008928571428571428,-9.821428571428571,-0.2
Wisconsin,Emerson College,-1.1,Joe Biden,42.6,1000,7/15/24,7/16/24,112,0.008928571428571428,-9.821428571428571,-0.2
Wisconsin,Emerson College,-1.1,Donald Trump,45.5,1000,7/15/24,7/16/24,112,0.008928571428571428,-9.821428571428571,-0.2
Wisconsin,Emerson College,-1.1,Robert F. Kennedy,4,1000,7/15/24,7/16/24,112,0.008928571428571428,-9.821428571428571,-0.2
Wisconsin,Emerson College,-1.1,Cornel West,0.3,1000,7/15/24,7/16/24,112,0.008928571428571428,-9.821428571428571,-0.2
Wisconsin,Emerson College,-1.1,Jill Stein,1.1,1000,7/15/24,7/16/24,112,0.008928571428571428,-9.821428571428571,-0.2
Wisconsin,Emerson College,-1.1,Chase Oliver,1.1,1000,7/15/24,7/16/24,112,0.008928571428571428,-9.821428571428571,-0.2
Florida,InsiderAdvantage,-0.3,Joe Biden,43.7,800,7/15/24,7/16/24,112,0.008928571428571428,-2.142857142857143,-0.1
Florida,InsiderAdvantage,-0.3,Donald Trump,49.7,800,7/15/24,7/16/24,112,0.008928571428571428,-2.142857142857143,-0.1
Florida,InsiderAdvantage,-0.3,Kamala Harris,39,800,7/15/24,7/16/24,112,0.008928571428571428,-2.142857142857143,-0.1
Florida,InsiderAdvantage,-0.3,Donald Trump,49.3,800,7/15/24,7/16/24,112,0.008928571428571428,-2.142857142857143,-0.1
Pennsylvania,InsiderAdvantage,-0.3,Joe Biden,45,800,7/15/24,7/16/24,112,0.008928571428571428,-2.142857142857143,-0.1
Pennsylvania,InsiderAdvantage,-0.3,Donald Trump,49,800,7/15/24,7/16/24,112,0.008928571428571428,-2.142857142857143,-0.1
Pennsylvania,InsiderAdvantage,-0.3,Kamala Harris,40,800,7/15/24,7/16/24,112,0.008928571428571428,-2.142857142857143,-0.1
Pennsylvania,InsiderAdvantage,-0.3,Donald Trump,47,800,7/15/24,7/16/24,112,0.008928571428571428,-2.142857142857143,-0.1
Nevada,InsiderAdvantage,-0.3,Joe Biden,42,800,7/15/24,7/16/24,112,0.008928571428571428,-2.142857142857143,-0.1
Nevada,InsiderAdvantage,-0.3,Donald Trump,49,800,7/15/24,7/16/24,112,0.008928571428571428,-2.142857142857143,-0.1
Nevada,InsiderAdvantage,-0.3,Kamala Harris,40,800,7/15/24,7/16/24,112,0.008928571428571428,-2.142857142857143,-0.1
Nevada,InsiderAdvantage,-0.3,Donald Trump,50,800,7/15/24,7/16/24,112,0.008928571428571428,-2.142857142857143,-0.1
Arizona,InsiderAdvantage,-0.3,Joe Biden,44,800,7/15/24,7/16/24,112,0.008928571428571428,-2.142857142857143,-0.1
Arizona,InsiderAdvantage,-0.3,Donald Trump,49,800,7/15/24,7/16/24,112,0.008928571428571428,-2.142857142857143,-0.1
Arizona,InsiderAdvantage,-0.3,Kamala Harris,42,800,7/15/24,7/16/24,112,0.008928571428571428,-2.142857142857143,-0.1
Arizona,InsiderAdvantage,-0.3,Donald Trump,48,800,7/15/24,7/16/24,112,0.008928571428571428,-2.142857142857143,-0.1
Pennsylvania,Civiqs,-0.2,Joe Biden,42,536,7/13/24,7/16/24,112,0.008928571428571428,-0.9571428571428571,-0
Pennsylvania,Civiqs,-0.2,Donald Trump,46,536,7/13/24,7/16/24,112,0.008928571428571428,-0.9571428571428571,-0
Pennsylvania,Civiqs,-0.2,Robert F. Kennedy,6,536,7/13/24,7/16/24,112,0.008928571428571428,-0.9571428571428571,-0
Pennsylvania,Civiqs,-0.2,Kamala Harris,44,536,7/13/24,7/16/24,112,0.008928571428571428,-0.9571428571428571,-0
Pennsylvania,Civiqs,-0.2,Donald Trump,46,536,7/13/24,7/16/24,112,0.008928571428571428,-0.9571428571428571,-0
Pennsylvania,Civiqs,-0.2,Robert F. Kennedy,5,536,7/13/24,7/16/24,112,0.008928571428571428,-0.9571428571428571,-0
Wisconsin,Civiqs,-0.2,Joe Biden,47,514,7/13/24,7/16/24,112,0.008928571428571428,-0.9178571428571429,-0
Wisconsin,Civiqs,-0.2,Donald Trump,47,514,7/13/24,7/16/24,112,0.008928571428571428,-0.9178571428571429,-0
Wisconsin,Civiqs,-0.2,Robert F. Kennedy,3,514,7/13/24,7/16/24,112,0.008928571428571428,-0.9178571428571429,-0
Wisconsin,Civiqs,-0.2,Kamala Harris,48,514,7/13/24,7/16/24,112,0.008928571428571428,-0.9178571428571429,-0
Wisconsin,Civiqs,-0.2,Donald Trump,48,514,7/13/24,7/16/24,112,0.008928571428571428,-0.9178571428571429,-0
Wisconsin,Civiqs,-0.2,Robert F. Kennedy,2,514,7/13/24,7/16/24,112,0.008928571428571428,-0.9178571428571429,-0
Michigan,Civiqs,-0.2,Joe Biden,43,532,7/13/24,7/16/24,112,0.008928571428571428,-0.95,-0
Michigan,Civiqs,-0.2,Donald Trump,46,532,7/13/24,7/16/24,112,0.008928571428571428,-0.95,-0
Michigan,Civiqs,-0.2,Robert F. Kennedy,5,532,7/13/24,7/16/24,112,0.008928571428571428,-0.95,-0
Michigan,Civiqs,-0.2,Kamala Harris,46,532,7/13/24,7/16/24,112,0.008928571428571428,-0.95,-0
Michigan,Civiqs,-0.2,Donald Trump,46,532,7/13/24,7/16/24,112,0.008928571428571428,-0.95,-0
Michigan,Civiqs,-0.2,Robert F. Kennedy,5,532,7/13/24,7/16/24,112,0.008928571428571428,-0.95,-0
Virginia,Emerson College,-1.1,Joe Biden,49.6,1000,7/14/24,7/15/24,113,0.008849557522123894,-9.734513274336283,-0.2
Virginia,Emerson College,-1.1,Donald Trump,50.4,1000,7/14/24,7/15/24,113,0.008849557522123894,-9.734513274336283,-0.2
Virginia,Emerson College,-1.1,Joe Biden,38,1000,7/14/24,7/15/24,113,0.008849557522123894,-9.734513274336283,-0.2
Virginia,Emerson College,-1.1,Donald Trump,42.9,1000,7/14/24,7/15/24,113,0.008849557522123894,-9.734513274336283,-0.2
Virginia,Emerson College,-1.1,Robert F. Kennedy,7.5,1000,7/14/24,7/15/24,113,0.008849557522123894,-9.734513274336283,-0.2
Virginia,Emerson College,-1.1,Cornel West,1.7,1000,7/14/24,7/15/24,113,0.008849557522123894,-9.734513274336283,-0.2
Virginia,Emerson College,-1.1,Jill Stein,1.7,1000,7/14/24,7/15/24,113,0.008849557522123894,-9.734513274336283,-0.2
Virginia,Emerson College,-1.1,Chase Oliver,0.4,1000,7/14/24,7/15/24,113,0.008849557522123894,-9.734513274336283,-0.2
Virginia,Emerson College,-1.1,Kamala Harris,44.5,1000,7/14/24,7/15/24,113,0.008849557522123894,-9.734513274336283,-0.2
Virginia,Emerson College,-1.1,Donald Trump,46.7,1000,7/14/24,7/15/24,113,0.008849557522123894,-9.734513274336283,-0.2
Michigan,Marketing Resource Group (MRG),0.1,Joe Biden,36,600,7/11/24,7/13/24,115,0.008695652173913044,0.5217391304347826,0
Michigan,Marketing Resource Group (MRG),0.1,Donald Trump,39,600,7/11/24,7/13/24,115,0.008695652173913044,0.5217391304347826,0
Washington,SurveyUSA,-1.3,Joe Biden,50,708,7/10/24,7/13/24,115,0.008695652173913044,-8.003478260869565,-0.3
Washington,SurveyUSA,-1.3,Donald Trump,36,708,7/10/24,7/13/24,115,0.008695652173913044,-8.003478260869565,-0.3
Washington,SurveyUSA,-1.3,Kamala Harris,51,708,7/10/24,7/13/24,115,0.008695652173913044,-8.003478260869565,-0.3
Washington,SurveyUSA,-1.3,Donald Trump,36,708,7/10/24,7/13/24,115,0.008695652173913044,-8.003478260869565,-0.3
Wisconsin,Public Policy Polling,0,Joe Biden,47,653,7/11/24,7/12/24,116,0.008620689655172414,0,0
Wisconsin,Public Policy Polling,0,Donald Trump,46,653,7/11/24,7/12/24,116,0.008620689655172414,0,0
Michigan,Public Policy Polling,0,Joe Biden,46,568,7/11/24,7/12/24,116,0.008620689655172414,0,0
Michigan,Public Policy Polling,0,Donald Trump,47,568,7/11/24,7/12/24,116,0.008620689655172414,0,0
Michigan,Public Policy Polling,0,Kamala Harris,46,568,7/11/24,7/12/24,116,0.008620689655172414,0,0
Michigan,Public Policy Polling,0,Donald Trump,48,568,7/11/24,7/12/24,116,0.008620689655172414,0,0
Michigan,Public Policy Polling,0,Gretchen Whitmer,52,568,7/11/24,7/12/24,116,0.008620689655172414,0,0
Michigan,Public Policy Polling,0,Donald Trump,45,568,7/11/24,7/12/24,116,0.008620689655172414,0,0
Michigan,Public Policy Polling,0,Gavin Newsom,44,568,7/11/24,7/12/24,116,0.008620689655172414,0,0
Michigan,Public Policy Polling,0,Donald Trump,45,568,7/11/24,7/12/24,116,0.008620689655172414,0,0
Michigan,Public Policy Polling,0,Pete Buttigieg,43,568,7/11/24,7/12/24,116,0.008620689655172414,0,0
Michigan,Public Policy Polling,0,Donald Trump,48,568,7/11/24,7/12/24,116,0.008620689655172414,0,0
Michigan,Public Policy Polling,0,Josh Shapiro,40,568,7/11/24,7/12/24,116,0.008620689655172414,0,0
Michigan,Public Policy Polling,0,Donald Trump,42,568,7/11/24,7/12/24,116,0.008620689655172414,0,0
Michigan,Public Policy Polling,0,J.B. Pritzker,39,568,7/11/24,7/12/24,116,0.008620689655172414,0,0
Michigan,Public Policy Polling,0,Donald Trump,45,568,7/11/24,7/12/24,116,0.008620689655172414,0,0
