state,voter_id,age,gender,candidate_preference,pollster_rating_name,pollscore,sample_size,days_to_election
Nebraska,19837,60,Female,Harris,InsiderAdvantage,-0.4,963,10
Nevada,19838,69,Male,Trump,InsiderAdvantage,-0.4,853,4
Nevada,19839,36,Male,Harris,RMG Research,-0.4,503,3
Nevada,19840,67,Female,Harris,RMG Research,-0.4,683,27
Nevada,19841,53,Male,Trump,InsiderAdvantage,-0.3,714,26
Nevada,19842,53,Female,Trump,RMG Research,-0.4,849,5
Nevada,19843,90,Female,Trump,RMG Research,-0.4,661,24
Nevada,19844,26,Female,Harris,InsiderAdvantage,-0.3,856,20
Nevada,19845,78,Female,Harris,InsiderAdvantage,-0.4,698,22
Nevada,19846,29,Female,Trump,RMG Research,-0.4,939,27
Nevada,19847,95,Male,Trump,RMG Research,-0.3,842,27
Nevada,19848,94,Male,Harris,InsiderAdvantage,-0.3,748,15
Nevada,19849,28,Male,Trump,RMG Research,-0.4,526,28
Nevada,19850,47,Male,Trump,InsiderAdvantage,-0.3,851,23
Nevada,19851,43,Male,Harris,InsiderAdvantage,-0.3,800,19
Nevada,19852,85,Male,Trump,InsiderAdvantage,-0.3,913,18
Nevada,19853,89,Male,Trump,RMG Research,-0.3,826,17
Nevada,19854,92,Male,Harris,RMG Research,-0.3,716,12
Nevada,19855,26,Male,Trump,InsiderAdvantage,-0.3,691,29
Nevada,19856,70,Male,Harris,RMG Research,-0.3,927,1
Nevada,19857,32,Male,Harris,RMG Research,-0.3,578,1
Nevada,19858,99,Female,Harris,InsiderAdvantage,-0.3,732,23
Nevada,19859,42,Other,Trump,InsiderAdvantage,-0.4,915,3
Nevada,19860,26,Female,Harris,InsiderAdvantage,-0.3,830,1
Nevada,19861,86,Male,Trump,RMG Research,-0.3,848,20
Nevada,19862,27,Female,Trump,RMG Research,-0.3,859,19
Nevada,19863,60,Female,Trump,InsiderAdvantage,-0.3,702,24
Nevada,19864,100,Female,Trump,InsiderAdvantage,-0.3,889,9
Nevada,19865,90,Female,Trump,InsiderAdvantage,-0.3,714,20
Nevada,19866,81,Female,Harris,InsiderAdvantage,-0.3,596,5
Nevada,19867,52,Male,Trump,RMG Research,-0.3,825,4
Nevada,19868,24,Female,Harris,RMG Research,-0.4,915,9
Nevada,19869,84,Female,Trump,InsiderAdvantage,-0.4,657,25
Nevada,19870,96,Male,Harris,RMG Research,-0.3,800,24
Nevada,19871,45,Female,Harris,RMG Research,-0.3,633,15
Nevada,19872,20,Female,Harris,InsiderAdvantage,-0.3,830,10
Nevada,19873,43,Male,Harris,InsiderAdvantage,-0.3,862,11
Nevada,19874,73,Female,Trump,InsiderAdvantage,-0.3,752,11
Nevada,19875,87,Female,Trump,RMG Research,-0.3,502,3
Nevada,19876,71,Male,Trump,InsiderAdvantage,-0.4,977,8
Nevada,19877,38,Female,Trump,RMG Research,-0.3,523,12
Nevada,19878,89,Female,Harris,RMG Research,-0.3,782,15
Nevada,19879,55,Male,Harris,RMG Research,-0.4,788,26
Nevada,19880,35,Other,Harris,InsiderAdvantage,-0.4,703,25
Nevada,19881,95,Male,Harris,RMG Research,-0.3,830,7
Nevada,19882,50,Male,Trump,InsiderAdvantage,-0.4,527,29
Nevada,19883,71,Male,Harris,InsiderAdvantage,-0.3,939,10
Nevada,19884,84,Female,Trump,InsiderAdvantage,-0.3,977,24
Nevada,19885,63,Male,Trump,RMG Research,-0.4,652,9
Nevada,19886,78,Female,Trump,InsiderAdvantage,-0.4,793,15
Nevada,19887,36,Male,Harris,InsiderAdvantage,-0.3,716,14
Nevada,19888,69,Male,Trump,InsiderAdvantage,-0.3,781,16
Nevada,19889,93,Female,Harris,InsiderAdvantage,-0.4,777,13
Nevada,19890,19,Male,Harris,RMG Research,-0.3,986,13
Nevada,19891,26,Male,Harris,InsiderAdvantage,-0.3,945,14
Nevada,19892,54,Male,Harris,InsiderAdvantage,-0.4,740,7
Nevada,19893,46,Male,Trump,RMG Research,-0.4,919,30
Nevada,19894,31,Male,Trump,InsiderAdvantage,-0.3,769,16
Nevada,19895,30,Male,Trump,RMG Research,-0.3,735,2
Nevada,19896,100,Female,Harris,RMG Research,-0.3,533,2
Nevada,19897,95,Female,Trump,InsiderAdvantage,-0.4,594,27
Nevada,19898,99,Female,Trump,RMG Research,-0.3,822,9
Nevada,19899,51,Male,Trump,RMG Research,-0.4,951,13
Nevada,19900,69,Female,Trump,RMG Research,-0.3,513,26
Nevada,19901,73,Male,Trump,InsiderAdvantage,-0.3,596,10
Nevada,19902,65,Female,Trump,RMG Research,-0.3,625,7
Nevada,19903,92,Female,Trump,RMG Research,-0.3,808,12
Nevada,19904,29,Female,Harris,RMG Research,-0.3,572,2
Nevada,19905,51,Male,Trump,InsiderAdvantage,-0.4,890,30
Nevada,19906,67,Male,Trump,RMG Research,-0.3,516,27
Nevada,19907,60,Female,Harris,RMG Research,-0.4,769,25
Nevada,19908,19,Male,Harris,InsiderAdvantage,-0.3,777,7
Nevada,19909,74,Female,Harris,InsiderAdvantage,-0.4,733,21
Nevada,19910,66,Male,Harris,RMG Research,-0.3,580,20
Nevada,19911,67,Male,Trump,RMG Research,-0.3,789,21
Nevada,19912,100,Male,Trump,RMG Research,-0.4,871,8
Nevada,19913,54,Female,Harris,RMG Research,-0.3,873,21
Nevada,19914,73,Male,Trump,RMG Research,-0.3,755,1
Nevada,19915,56,Male,Harris,RMG Research,-0.4,754,19
Nevada,19916,82,Female,Harris,InsiderAdvantage,-0.4,944,3
Nevada,19917,32,Male,Harris,RMG Research,-0.3,637,20
Nevada,19918,93,Female,Harris,RMG Research,-0.4,920,13
Nevada,19919,89,Female,Trump,InsiderAdvantage,-0.4,846,27
Nevada,19920,69,Male,Harris,InsiderAdvantage,-0.3,795,20
Nevada,19921,39,Female,Trump,InsiderAdvantage,-0.4,703,22
Nevada,19922,40,Female,Harris,InsiderAdvantage,-0.3,888,21
Nevada,19923,34,Male,Trump,RMG Research,-0.3,655,17
Nevada,19924,50,Male,Trump,RMG Research,-0.3,860,26
Nevada,19925,74,Female,Harris,RMG Research,-0.4,521,1
Nevada,19926,89,Male,Harris,InsiderAdvantage,-0.4,700,1
Nevada,19927,83,Male,Trump,RMG Research,-0.4,849,30
Nevada,19928,33,Female,Harris,InsiderAdvantage,-0.4,808,22
Nevada,19929,58,Female,Trump,RMG Research,-0.3,524,12
Nevada,19930,68,Male,Harris,RMG Research,-0.3,639,18
Nevada,19931,79,Female,Harris,RMG Research,-0.4,717,8
Nevada,19932,99,Female,Harris,InsiderAdvantage,-0.3,766,25
Nevada,19933,67,Female,Trump,InsiderAdvantage,-0.4,556,3
Nevada,19934,53,Male,Trump,RMG Research,-0.4,918,14
Nevada,19935,85,Male,Harris,InsiderAdvantage,-0.4,784,26
Nevada,19936,90,Male,Harris,RMG Research,-0.3,734,17
Nevada,19937,99,Male,Trump,InsiderAdvantage,-0.4,506,3
Nevada,19938,41,Male,Harris,RMG Research,-0.4,626,19
Nevada,19939,39,Male,Trump,InsiderAdvantage,-0.4,952,25
Nevada,19940,90,Female,Trump,RMG Research,-0.3,736,29
Nevada,19941,73,Female,Harris,InsiderAdvantage,-0.4,726,20
Nevada,19942,77,Male,Trump,InsiderAdvantage,-0.4,948,1
Nevada,19943,85,Female,Harris,InsiderAdvantage,-0.4,660,8
Nevada,19944,77,Male,Trump,RMG Research,-0.4,765,21
Nevada,19945,38,Female,Trump,RMG Research,-0.4,753,7
Nevada,19946,66,Female,Trump,RMG Research,-0.3,614,29
Nevada,19947,69,Male,Harris,InsiderAdvantage,-0.4,518,5
Nevada,19948,74,Male,Trump,InsiderAdvantage,-0.4,544,6
Nevada,19949,59,Male,Harris,InsiderAdvantage,-0.3,904,17
Nevada,19950,65,Female,Trump,RMG Research,-0.3,870,1
Nevada,19951,47,Male,Harris,RMG Research,-0.3,948,7
Nevada,19952,24,Female,Harris,RMG Research,-0.4,553,14
Nevada,19953,29,Female,Harris,InsiderAdvantage,-0.4,877,5
Nevada,19954,42,Female,Trump,InsiderAdvantage,-0.3,846,20
Nevada,19955,71,Male,Harris,InsiderAdvantage,-0.3,873,20
Nevada,19956,96,Female,Trump,InsiderAdvantage,-0.4,610,3
Nevada,19957,79,Female,Trump,RMG Research,-0.3,887,3
Nevada,19958,56,Female,Harris,RMG Research,-0.3,535,15
Nevada,19959,81,Male,Harris,InsiderAdvantage,-0.4,632,11
Nevada,19960,23,Female,Harris,RMG Research,-0.4,913,14
Nevada,19961,51,Female,Trump,RMG Research,-0.4,752,22
Nevada,19962,99,Male,Harris,RMG Research,-0.4,821,8
Nevada,19963,24,Female,Harris,InsiderAdvantage,-0.3,616,5
Nevada,19964,56,Female,Harris,InsiderAdvantage,-0.4,917,2
Nevada,19965,27,Female,Trump,RMG Research,-0.3,820,19
Nevada,19966,89,Male,Harris,InsiderAdvantage,-0.3,920,4
Nevada,19967,24,Female,Trump,RMG Research,-0.4,892,18
Nevada,19968,32,Female,Harris,InsiderAdvantage,-0.3,811,5
Nevada,19969,34,Female,Harris,RMG Research,-0.4,626,8
Nevada,19970,83,Male,Harris,RMG Research,-0.4,872,18
Nevada,19971,53,Female,Harris,InsiderAdvantage,-0.4,779,11
Nevada,19972,61,Male,Trump,RMG Research,-0.3,648,28
Nevada,19973,97,Male,Harris,InsiderAdvantage,-0.3,805,21
Nevada,19974,56,Female,Trump,RMG Research,-0.3,553,5
Nevada,19975,49,Male,Trump,RMG Research,-0.3,827,18
Nevada,19976,32,Male,Harris,RMG Research,-0.3,647,18
Nevada,19977,93,Male,Trump,RMG Research,-0.4,892,20
Nevada,19978,90,Male,Harris,RMG Research,-0.3,549,13
Nevada,19979,41,Female,Trump,InsiderAdvantage,-0.3,984,19
Nevada,19980,21,Male,Trump,RMG Research,-0.3,659,2
Nevada,19981,56,Male,Harris,InsiderAdvantage,-0.3,676,3
Nevada,19982,91,Male,Harris,RMG Research,-0.4,962,24
Nevada,19983,62,Male,Trump,InsiderAdvantage,-0.4,509,13
Nevada,19984,27,Male,Trump,InsiderAdvantage,-0.4,584,29
Nevada,19985,95,Male,Harris,InsiderAdvantage,-0.3,618,4
Nevada,19986,59,Male,Harris,InsiderAdvantage,-0.4,886,2
Nevada,19987,83,Male,Harris,InsiderAdvantage,-0.4,514,3
Nevada,19988,71,Male,Trump,RMG Research,-0.3,991,12
Nevada,19989,66,Male,Trump,InsiderAdvantage,-0.4,562,12
Nevada,19990,56,Female,Trump,InsiderAdvantage,-0.4,598,20
Nevada,19991,71,Female,Trump,InsiderAdvantage,-0.4,866,15
Nevada,19992,47,Male,Harris,RMG Research,-0.4,712,6
Nevada,19993,91,Female,Trump,RMG Research,-0.3,616,13
Nevada,19994,19,Female,Trump,RMG Research,-0.3,670,13
Nevada,19995,52,Male,Trump,RMG Research,-0.3,829,18
Nevada,19996,22,Male,Trump,InsiderAdvantage,-0.4,702,19
Nevada,19997,83,Male,Trump,RMG Research,-0.3,576,13
Nevada,19998,66,Male,Harris,RMG Research,-0.4,759,16
Nevada,19999,46,Male,Trump,RMG Research,-0.4,875,1
Nevada,20000,89,Female,Harris,InsiderAdvantage,-0.3,945,10
Nevada,20001,23,Male,Trump,InsiderAdvantage,-0.3,668,24
Nevada,20002,72,Male,Harris,InsiderAdvantage,-0.3,658,25
Nevada,20003,24,Male,Trump,RMG Research,-0.4,668,4
Nevada,20004,97,Female,Trump,InsiderAdvantage,-0.4,612,14
Nevada,20005,27,Female,Trump,RMG Research,-0.4,992,19
Nevada,20006,34,Male,Harris,RMG Research,-0.4,658,28
Nevada,20007,45,Female,Trump,RMG Research,-0.4,881,27
Nevada,20008,47,Male,Trump,RMG Research,-0.4,997,30
Nevada,20009,43,Male,Harris,InsiderAdvantage,-0.3,956,27
Nevada,20010,62,Male,Harris,RMG Research,-0.3,534,30
Nevada,20011,62,Male,Harris,InsiderAdvantage,-0.4,684,20
Nevada,20012,84,Male,Trump,InsiderAdvantage,-0.3,871,22
Nevada,20013,33,Female,Trump,RMG Research,-0.4,918,16
Nevada,20014,26,Male,Harris,InsiderAdvantage,-0.4,810,22
Nevada,20015,33,Female,Harris,RMG Research,-0.3,610,8
Nevada,20016,81,Female,Harris,InsiderAdvantage,-0.4,695,9
Nevada,20017,82,Female,Harris,RMG Research,-0.3,645,1
Nevada,20018,74,Female,Trump,RMG Research,-0.3,767,16
Nevada,20019,93,Male,Trump,RMG Research,-0.4,872,23
Nevada,20020,75,Other,Trump,RMG Research,-0.4,687,16
Nevada,20021,57,Male,Harris,RMG Research,-0.4,792,9
Nevada,20022,78,Female,Harris,RMG Research,-0.3,983,25
Nevada,20023,98,Female,Harris,InsiderAdvantage,-0.3,549,29
Nevada,20024,99,Female,Trump,InsiderAdvantage,-0.3,517,16
Nevada,20025,82,Female,Harris,InsiderAdvantage,-0.3,982,13
Nevada,20026,85,Male,Trump,InsiderAdvantage,-0.4,574,16
Nevada,20027,78,Male,Trump,InsiderAdvantage,-0.4,998,22
Nevada,20028,45,Male,Trump,RMG Research,-0.4,784,28
Nevada,20029,91,Other,Trump,InsiderAdvantage,-0.4,525,13
Nevada,20030,45,Male,Harris,InsiderAdvantage,-0.3,751,3
Nevada,20031,40,Male,Trump,RMG Research,-0.3,770,5
Nevada,20032,52,Female,Harris,InsiderAdvantage,-0.4,749,25
Nevada,20033,45,Male,Harris,InsiderAdvantage,-0.3,992,2
Nevada,20034,67,Male,Trump,RMG Research,-0.3,928,3
Nevada,20035,48,Female,Harris,InsiderAdvantage,-0.4,816,9
Nevada,20036,52,Female,Trump,RMG Research,-0.3,971,19
Nevada,20037,58,Male,Trump,InsiderAdvantage,-0.4,660,24
Nevada,20038,95,Male,Trump,RMG Research,-0.4,654,29
Nevada,20039,71,Female,Harris,RMG Research,-0.3,717,11
Nevada,20040,28,Female,Trump,InsiderAdvantage,-0.4,954,13
Nevada,20041,19,Female,Trump,InsiderAdvantage,-0.4,681,13
Nevada,20042,66,Male,Harris,InsiderAdvantage,-0.4,978,18
Nevada,20043,54,Male,Harris,RMG Research,-0.3,978,3
Nevada,20044,21,Female,Trump,RMG Research,-0.3,777,5
Nevada,20045,56,Male,Harris,RMG Research,-0.4,832,28
Nevada,20046,97,Female,Trump,RMG Research,-0.4,501,26
Nevada,20047,51,Male,Trump,InsiderAdvantage,-0.3,774,13
Nevada,20048,45,Female,Trump,RMG Research,-0.3,700,7
Nevada,20049,27,Male,Trump,RMG Research,-0.3,695,18
Nevada,20050,36,Other,Harris,RMG Research,-0.3,711,23
Nevada,20051,44,Male,Harris,RMG Research,-0.3,640,7
Nevada,20052,95,Female,Harris,RMG Research,-0.4,928,3
Nevada,20053,62,Female,Trump,RMG Research,-0.4,640,25
Nevada,20054,32,Female,Trump,InsiderAdvantage,-0.4,977,18
Nevada,20055,55,Female,Harris,RMG Research,-0.4,694,2
Nevada,20056,50,Female,Trump,RMG Research,-0.4,731,30
Nevada,20057,72,Male,Harris,RMG Research,-0.4,665,22
Nevada,20058,73,Female,Harris,RMG Research,-0.3,557,22
Nevada,20059,89,Female,Trump,InsiderAdvantage,-0.4,672,29
Nevada,20060,71,Female,Harris,InsiderAdvantage,-0.3,981,12
Nevada,20061,88,Female,Trump,RMG Research,-0.3,804,9
Nevada,20062,24,Female,Harris,RMG Research,-0.3,583,21
Nevada,20063,88,Female,Trump,RMG Research,-0.3,761,12
Nevada,20064,76,Male,Trump,RMG Research,-0.4,968,19
Nevada,20065,22,Female,Trump,InsiderAdvantage,-0.4,854,6
Nevada,20066,22,Male,Trump,InsiderAdvantage,-0.4,733,24
Nevada,20067,44,Male,Harris,RMG Research,-0.4,531,13
Nevada,20068,23,Male,Harris,RMG Research,-0.4,505,20
Nevada,20069,85,Male,Trump,InsiderAdvantage,-0.4,798,11
Nevada,20070,94,Female,Harris,InsiderAdvantage,-0.3,749,17
Nevada,20071,94,Female,Trump,InsiderAdvantage,-0.3,779,5
Nevada,20072,81,Female,Harris,InsiderAdvantage,-0.4,682,2
Nevada,20073,31,Female,Trump,RMG Research,-0.3,847,14
Nevada,20074,89,Male,Trump,RMG Research,-0.3,981,6
Nevada,20075,28,Female,Harris,RMG Research,-0.3,949,10
Nevada,20076,29,Female,Harris,InsiderAdvantage,-0.4,627,9
Nevada,20077,42,Male,Harris,RMG Research,-0.3,670,28
Nevada,20078,39,Other,Trump,InsiderAdvantage,-0.4,748,29
Nevada,20079,63,Male,Trump,RMG Research,-0.4,518,15
Nevada,20080,59,Male,Trump,InsiderAdvantage,-0.3,519,24
Nevada,20081,33,Male,Harris,RMG Research,-0.4,855,15
Nevada,20082,64,Male,Harris,RMG Research,-0.3,779,14
Nevada,20083,47,Male,Harris,InsiderAdvantage,-0.3,661,10
Nevada,20084,84,Male,Trump,InsiderAdvantage,-0.4,942,6
Nevada,20085,45,Female,Harris,RMG Research,-0.4,924,30
Nevada,20086,46,Female,Trump,InsiderAdvantage,-0.4,761,5
Nevada,20087,99,Male,Harris,RMG Research,-0.3,654,3
Nevada,20088,92,Female,Harris,RMG Research,-0.4,953,3
Nevada,20089,19,Male,Harris,RMG Research,-0.3,502,20
Nevada,20090,59,Female,Trump,InsiderAdvantage,-0.3,653,11
Nevada,20091,75,Male,Trump,InsiderAdvantage,-0.4,722,28
Nevada,20092,30,Male,Trump,InsiderAdvantage,-0.4,931,22
Nevada,20093,22,Male,Trump,RMG Research,-0.4,624,27
Nevada,20094,85,Female,Trump,RMG Research,-0.4,781,27
Nevada,20095,66,Female,Harris,RMG Research,-0.3,608,25
Nevada,20096,74,Female,Trump,InsiderAdvantage,-0.3,837,6
Nevada,20097,91,Female,Harris,InsiderAdvantage,-0.3,738,10
Nevada,20098,30,Male,Trump,InsiderAdvantage,-0.4,539,30
Nevada,20099,77,Female,Trump,RMG Research,-0.4,805,3
Nevada,20100,95,Other,Harris,RMG Research,-0.3,862,21
Nevada,20101,93,Male,Trump,RMG Research,-0.4,969,20
Nevada,20102,31,Male,Harris,InsiderAdvantage,-0.4,676,22
Nevada,20103,25,Other,Trump,RMG Research,-0.4,824,27
Nevada,20104,68,Male,Trump,RMG Research,-0.3,831,11
Nevada,20105,25,Male,Harris,RMG Research,-0.4,703,4
Nevada,20106,36,Male,Trump,RMG Research,-0.3,880,30
Nevada,20107,21,Male,Harris,RMG Research,-0.4,761,2
Nevada,20108,67,Male,Harris,RMG Research,-0.3,808,3
Nevada,20109,78,Female,Harris,RMG Research,-0.4,666,20
Nevada,20110,25,Female,Harris,InsiderAdvantage,-0.4,836,2
Nevada,20111,84,Female,Trump,RMG Research,-0.3,819,30
Nevada,20112,33,Male,Trump,RMG Research,-0.4,866,17
Nevada,20113,24,Male,Harris,RMG Research,-0.4,581,3
Nevada,20114,76,Female,Trump,InsiderAdvantage,-0.4,540,25
Nevada,20115,33,Female,Trump,InsiderAdvantage,-0.3,872,25
Nevada,20116,45,Male,Harris,InsiderAdvantage,-0.3,527,4
Nevada,20117,48,Female,Harris,InsiderAdvantage,-0.3,684,28
Nevada,20118,26,Female,Harris,InsiderAdvantage,-0.4,928,9
Nevada,20119,92,Male,Harris,RMG Research,-0.4,978,5
Nevada,20120,83,Male,Harris,InsiderAdvantage,-0.4,948,27
Nevada,20121,27,Male,Harris,RMG Research,-0.4,575,11
Nevada,20122,58,Male,Harris,InsiderAdvantage,-0.4,878,6
Nevada,20123,88,Female,Harris,RMG Research,-0.4,598,23
Nevada,20124,67,Female,Trump,InsiderAdvantage,-0.4,684,10
Nevada,20125,80,Male,Harris,RMG Research,-0.3,775,7
Nevada,20126,94,Other,Harris,RMG Research,-0.3,565,19
Nevada,20127,84,Other,Trump,InsiderAdvantage,-0.4,591,25
Nevada,20128,92,Other,Trump,InsiderAdvantage,-0.3,880,5
Nevada,20129,49,Female,Harris,InsiderAdvantage,-0.4,911,5
Nevada,20130,60,Male,Harris,RMG Research,-0.4,608,26
Nevada,20131,43,Male,Harris,InsiderAdvantage,-0.3,755,25
Nevada,20132,64,Female,Harris,InsiderAdvantage,-0.4,1000,2
Nevada,20133,78,Female,Harris,RMG Research,-0.3,781,26
Nevada,20134,79,Male,Trump,RMG Research,-0.4,902,20
Nevada,20135,84,Male,Trump,RMG Research,-0.3,687,14
Nevada,20136,86,Female,Harris,InsiderAdvantage,-0.3,764,8
Nevada,20137,50,Male,Harris,RMG Research,-0.4,890,7
Nevada,20138,27,Female,Harris,RMG Research,-0.3,952,18
Nevada,20139,47,Female,Harris,InsiderAdvantage,-0.4,644,17
Nevada,20140,25,Male,Trump,RMG Research,-0.3,648,28
Nevada,20141,91,Female,Trump,InsiderAdvantage,-0.3,949,29
Nevada,20142,81,Male,Harris,InsiderAdvantage,-0.4,896,21
Nevada,20143,67,Female,Harris,RMG Research,-0.3,846,5
Nevada,20144,49,Female,Trump,InsiderAdvantage,-0.3,848,25
Nevada,20145,94,Female,Harris,InsiderAdvantage,-0.4,951,14
Nevada,20146,39,Female,Harris,InsiderAdvantage,-0.3,524,19
Nevada,20147,25,Male,Harris,RMG Research,-0.3,929,6
Nevada,20148,50,Female,Trump,RMG Research,-0.3,672,26
Nevada,20149,98,Female,Harris,InsiderAdvantage,-0.3,724,18
Nevada,20150,75,Male,Trump,RMG Research,-0.3,552,26
Nevada,20151,22,Male,Harris,InsiderAdvantage,-0.4,638,23
Nevada,20152,63,Female,Harris,RMG Research,-0.3,992,24
Nevada,20153,64,Male,Trump,InsiderAdvantage,-0.4,958,1
Nevada,20154,39,Male,Harris,InsiderAdvantage,-0.4,604,28
Nevada,20155,85,Female,Harris,InsiderAdvantage,-0.4,562,24
Nevada,20156,71,Female,Harris,InsiderAdvantage,-0.3,623,9
Nevada,20157,32,Female,Trump,InsiderAdvantage,-0.4,986,27
Nevada,20158,51,Male,Trump,InsiderAdvantage,-0.4,907,30
Nevada,20159,60,Male,Trump,RMG Research,-0.4,850,9
Nevada,20160,28,Male,Harris,RMG Research,-0.4,515,20
Nevada,20161,61,Male,Harris,InsiderAdvantage,-0.4,974,6
Nevada,20162,63,Female,Trump,InsiderAdvantage,-0.4,692,26
Nevada,20163,31,Male,Harris,InsiderAdvantage,-0.4,833,14
Nevada,20164,78,Female,Trump,RMG Research,-0.4,769,10
Nevada,20165,45,Male,Harris,RMG Research,-0.4,872,12
Nevada,20166,61,Female,Harris,InsiderAdvantage,-0.3,857,20
Nevada,20167,100,Female,Harris,InsiderAdvantage,-0.3,568,15
Nevada,20168,81,Female,Harris,InsiderAdvantage,-0.3,840,12
Nevada,20169,44,Male,Harris,RMG Research,-0.3,646,6
Nevada,20170,68,Male,Harris,RMG Research,-0.4,817,24
Nevada,20171,58,Male,Harris,RMG Research,-0.4,806,10
Nevada,20172,37,Male,Harris,RMG Research,-0.3,670,27
Nevada,20173,94,Male,Harris,RMG Research,-0.3,774,30
Nevada,20174,89,Male,Harris,InsiderAdvantage,-0.3,910,23
Nevada,20175,89,Female,Harris,InsiderAdvantage,-0.3,542,30
Nevada,20176,52,Male,Harris,InsiderAdvantage,-0.4,826,26
Nevada,20177,69,Male,Trump,InsiderAdvantage,-0.3,826,21
Nevada,20178,95,Female,Harris,InsiderAdvantage,-0.4,553,14
Nevada,20179,32,Female,Harris,InsiderAdvantage,-0.3,803,22
Nevada,20180,43,Female,Trump,RMG Research,-0.4,665,19
Nevada,20181,68,Female,Trump,InsiderAdvantage,-0.3,598,1
Nevada,20182,24,Female,Harris,InsiderAdvantage,-0.4,674,14
Nevada,20183,89,Other,Trump,RMG Research,-0.3,607,15
Nevada,20184,34,Female,Trump,InsiderAdvantage,-0.4,700,1
Nevada,20185,57,Male,Harris,RMG Research,-0.4,620,4
Nevada,20186,28,Male,Trump,InsiderAdvantage,-0.3,835,14
Nevada,20187,70,Female,Trump,InsiderAdvantage,-0.4,619,19
Nevada,20188,82,Male,Trump,RMG Research,-0.3,997,3
Nevada,20189,19,Female,Trump,RMG Research,-0.4,693,15
Nevada,20190,49,Female,Harris,InsiderAdvantage,-0.4,741,14
Nevada,20191,37,Female,Trump,InsiderAdvantage,-0.4,677,1
Nevada,20192,25,Male,Harris,InsiderAdvantage,-0.3,752,13
Nevada,20193,78,Female,Trump,InsiderAdvantage,-0.4,709,9
Nevada,20194,54,Female,Trump,RMG Research,-0.3,653,24
Nevada,20195,32,Female,Harris,RMG Research,-0.3,624,12
Nevada,20196,91,Male,Trump,RMG Research,-0.3,736,3
Nevada,20197,85,Female,Trump,InsiderAdvantage,-0.4,745,6
Nevada,20198,64,Male,Harris,RMG Research,-0.4,999,4
Nevada,20199,30,Female,Harris,RMG Research,-0.4,524,14
Nevada,20200,70,Female,Harris,RMG Research,-0.4,931,20
Nevada,20201,32,Male,Harris,InsiderAdvantage,-0.4,589,18
Nevada,20202,46,Male,Trump,InsiderAdvantage,-0.3,654,27
Nevada,20203,77,Female,Harris,InsiderAdvantage,-0.3,625,12
Nevada,20204,89,Male,Trump,InsiderAdvantage,-0.3,838,29
Nevada,20205,53,Female,Trump,RMG Research,-0.3,801,23
Nevada,20206,49,Male,Trump,InsiderAdvantage,-0.3,618,6
Nevada,20207,50,Female,Harris,RMG Research,-0.4,952,25
Nevada,20208,42,Female,Trump,InsiderAdvantage,-0.3,881,10
Nevada,20209,37,Male,Harris,InsiderAdvantage,-0.4,657,5
Nevada,20210,58,Male,Trump,InsiderAdvantage,-0.4,609,27
Nevada,20211,21,Male,Trump,RMG Research,-0.4,872,3
Nevada,20212,62,Female,Trump,RMG Research,-0.4,842,24
Nevada,20213,37,Male,Harris,RMG Research,-0.3,994,19
Nevada,20214,94,Male,Trump,InsiderAdvantage,-0.4,507,9
Nevada,20215,91,Female,Trump,InsiderAdvantage,-0.3,981,5
Nevada,20216,51,Male,Harris,RMG Research,-0.4,967,15
Nevada,20217,69,Female,Trump,RMG Research,-0.3,874,12
Nevada,20218,91,Female,Harris,RMG Research,-0.3,921,2
Nevada,20219,75,Male,Trump,InsiderAdvantage,-0.3,585,13
Nevada,20220,83,Male,Trump,RMG Research,-0.4,584,9
Nevada,20221,23,Male,Harris,InsiderAdvantage,-0.3,741,24
Nevada,20222,64,Male,Harris,RMG Research,-0.4,556,9
Nevada,20223,66,Male,Harris,InsiderAdvantage,-0.3,683,25
Nevada,20224,63,Female,Harris,RMG Research,-0.3,825,6
Nevada,20225,73,Female,Harris,RMG Research,-0.4,673,10
Nevada,20226,22,Male,Harris,InsiderAdvantage,-0.3,577,13
Nevada,20227,26,Male,Trump,RMG Research,-0.3,580,9
Nevada,20228,45,Female,Harris,InsiderAdvantage,-0.3,892,22
Nevada,20229,95,Male,Harris,RMG Research,-0.3,589,2
Nevada,20230,19,Female,Harris,InsiderAdvantage,-0.4,746,11
Nevada,20231,56,Female,Trump,InsiderAdvantage,-0.4,906,10
Nevada,20232,93,Male,Trump,InsiderAdvantage,-0.3,573,29
Nevada,20233,53,Female,Trump,RMG Research,-0.3,709,25
Nevada,20234,68,Other,Harris,InsiderAdvantage,-0.3,645,29
Nevada,20235,78,Male,Harris,RMG Research,-0.3,972,21
Nevada,20236,79,Female,Harris,RMG Research,-0.4,818,3
Nevada,20237,51,Male,Trump,RMG Research,-0.3,643,3
Nevada,20238,55,Female,Trump,InsiderAdvantage,-0.3,752,12
Nevada,20239,94,Female,Harris,InsiderAdvantage,-0.3,771,16
Nevada,20240,91,Male,Harris,RMG Research,-0.4,567,10
Nevada,20241,81,Female,Trump,RMG Research,-0.3,583,6
Nevada,20242,35,Male,Harris,InsiderAdvantage,-0.3,513,10
Nevada,20243,76,Male,Trump,RMG Research,-0.3,981,15
Nevada,20244,77,Female,Trump,RMG Research,-0.4,832,18
Nevada,20245,57,Female,Harris,RMG Research,-0.4,843,30
Nevada,20246,68,Female,Trump,RMG Research,-0.4,784,10
Nevada,20247,59,Female,Harris,InsiderAdvantage,-0.3,778,11
